"Period","ByM","ByM_SA","Tendencia","FE","Irregular"
"2001/01",164.4506556,150.851011709635,155.027168801054,0.105996438903651,0.0182384290858118
"2001/02",159.626907,152.586828686306,157.495152221089,0.0404007831369407,0.0251691670628793
"2001/03",160.2687155,155.130789325441,159.520031536114,0.0213792617455863,0.0161075778932763
"2001/04",157.7915287,157.822666884158,161.277777851183,-0.0303113818415779,0.025448890329752
"2001/05",160.3100925,158.328380899373,163.190729658281,-0.0101828839937274,0.0113765124109197
"2001/06",163.2575791,162.247750346162,165.783458191251,-0.0199017124616152,0.024642921549107
"2001/07",161.9934945,164.300827234839,168.592848780106,-0.0530733273483893,0.0170797845473328
"2001/08",162.1637886,167.512687483921,171.607004334835,-0.0834889888392081,0.019056831490862
"2001/09",164.8990509,171.130837446161,174.143407710364,-0.0923178654616147,0.0298742973579694
"2001/10",163.8291804,170.857111471944,175.703805926324,-0.100279310719443,0.0115330554562055
"2001/11",173.831136,174.029883304956,176.295692208402,-0.0319874730495624,0.0373419109655444
"2001/12",198.8803218,170.331235531979,175.904562800222,0.255490862680206,0.00426672731757527
"2002/01",186.5421075,172.847088354507,177.133477820146,0.10695019145493,0.0171361053436067
"2002/02",181.646178,174.699140851252,181.906210961997,0.0394703714874782,0.00414770764255572
"2002/03",190.99857,186.145463347535,186.734981632435,0.018531066524648,0.0541048171510023
"2002/04",182.5830419,182.485963718291,188.970812805806,-0.0290292181829113,-0.00484849087514734
"2002/05",190.993341,188.741636700343,191.757722861984,-0.00748295700342615,0.0298391383835882
"2002/06",191.9306985,191.058375400701,194.724965703101,-0.0212767690070094,0.0233340969760013
"2002/07",189.7433854,192.095366999024,196.871588349524,-0.0535198159902422,0.0122377864950059
"2002/08",190.3857798,196.193771630838,199.888784410672,-0.0880799183083833,0.0230498722016686
"2002/09",192.0045977,199.112943866867,202.309593184899,-0.101083461668669,0.0280335068196769
"2002/10",191.783884,198.872760170891,203.911220413254,-0.100888761708909,0.00961539757637272
"2002/11",202.2324983,202.787227628693,205.651016987383,-0.0355472932869297,0.0313621064130991
"2002/12",232.1884835,202.137051252446,207.919921261249,0.270514322475539,0.00217129991197481
"2003/01",223.470451,208.523868506888,212.015620073079,0.119465824931122,0.0250824843380879
"2003/02",218.3466301,211.002439394891,214.972366155004,0.0434419070510924,0.0397959672292222
"2003/03",213.6489581,209.617633909777,215.370887234514,0.0103132419022309,0.00246746675262711
"2003/04",213.7522318,213.228413300169,217.155724532574,-0.0247618150016919,0.0207268876759491
"2003/05",218.7614019,216.521788187198,219.654599877865,-0.00760386287198329,0.02867188309333
"2003/06",216.8848022,216.450596465618,220.625010256161,-0.0256579426561761,0.0182558620945655
"2003/07",214.7892899,217.039349707369,222.579411015081,-0.0525005980736896,0.00459938692287669
"2003/08",216.9308607,223.736254750002,225.796464417348,-0.0980539405000174,0.039397903326536
"2003/09",214.3248929,222.721158897875,228.547453142536,-0.113962659978754,0.00173705755338988
"2003/10",221.8690291,229.008516312342,231.68814671114,-0.101394872123422,0.0332036960120196
"2003/11",228.9633614,230.076106655406,234.093260702433,-0.0411274525540593,0.0198284595297274
"2003/12",263.5477622,231.254469448878,236.113984826704,0.292932927511214,0.0114048462217437
"2004/01",251.684813,235.900983440542,237.990396730643,0.127838295594579,0.039105867098992
"2004/02",246.6582682,239.383798207365,238.56844600191,0.0427446999263531,0.0043625906235116
"2004/03",239.5941621,236.224601057343,242.042222405338,0.00369561042656676,0.00182378652005178
"2004/04",247.5524689,246.572018674021,248.455835002802,-0.0201954977402129,0.0411618367121876
"2004/05",250.4780837,248.620978508988,252.339384150376,-0.0114289480898783,0.0228159435861177
"2004/06",249.9586908,249.649346205755,254.688989930006,-0.0269065540575542,0.00960356275749658
"2004/07",253.209837,254.81992269505,257.628197273362,-0.0461008569505039,0.0319172542168839
"2004/08",247.2654974,255.30566851124,259.464180474461,-0.110401711112396,0.0184148803677865
"2004/09",247.0833239,256.401118693081,262.073905522633,-0.123177947930809,0.00327213170448216
"2004/10",256.4415319,264.136015249906,265.942618827633,-0.106944833499067,0.0419339642227365
"2004/11",261.4083071,263.211062016814,268.187837687835,-0.0480275491681416,0.0102322432897884
"2004/12",301.1144612,266.218446379857,270.363311364117,0.318960148201432,0.0185513501573943
"2005/01",286.2428429,269.749060677648,273.905774694534,0.134937822223521,0.0184328598311419
"2005/02",279.4754696,271.497912156045,276.336492175924,0.0497755744395449,0.0365673667297835
"2005/03",275.7487864,271.715037012623,277.375279319933,0.0103374938737713,0.00339757692689747
"2005/04",276.8744699,276.059133656867,279.229817348827,-0.0218466375686696,0.0282931630803952
"2005/05",278.0150612,277.086014239919,281.632779956731,-0.0207095303991938,0.0145323428318827
"2005/06",280.4101878,280.301579940962,284.589101938693,-0.0289139214096222,0.0171247800226909
"2005/07",283.2718327,284.709055057945,287.417069566794,-0.0443722235794571,0.0329198549115195
"2005/08",274.7192907,283.982817627325,290.263401976922,-0.122635269273247,-0.00280584349597095
"2005/09",282.3187502,292.317000857246,294.797499967789,-0.129982506572462,0.0351950088945654
"2005/10",285.511997,294.708083687821,297.581219895588,-0.121960866878214,0.0312686379223299
"2005/11",290.3554473,292.722761781658,298.703260335676,-0.0536731448165851,0.000195014459820104
"2005/12",336.0732543,298.57631214846,301.941152550132,0.344969421515399,0.0263515959832787
"2006/01",318.6536961,301.85867221797,306.397067917314,0.137950238820303,0.0146160430065559
"2006/02",312.792725,304.502880724929,311.481925169793,0.0528984427507142,0.0181374774263592
"2006/03",318.642681,313.47740510343,317.146985179334,0.0216527589656999,0.0233041992409596
"2006/04",318.8551994,318.402940210351,322.166355626224,-0.025477408103505,0.0223658458412667
"2006/05",322.6664817,322.363884321871,327.912939990023,-0.0269740262187116,0.00450944331848057
"2006/06",332.3557529,332.504584361152,334.25899028415,-0.0314883146115223,0.0424559407700197
"2006/07",332.2961895,333.867266549821,337.286604239438,-0.0457107704982105,0.0258066231038265
"2006/08",323.2699855,332.982819161271,339.23306953452,-0.12712833661271,-0.00250250373248678
"2006/09",329.9073608,341.04157956948,342.460297697505,-0.141342187694803,0.0458128187197562
"2006/10",327.9954567,338.773856894743,346.013620358293,-0.137784001947434,-0.0123976346354977
"2006/11",347.3579487,349.428215255208,350.507064350185,-0.050702665552077,0.0492115090502257
"2006/12",389.4713962,348.543217956389,352.770250018281,0.379281782436109,0.0177296793810778
"2007/01",366.7441395,348.652077643111,353.885710509233,0.150920618568885,0.00766367133878283
"2007/02",359.358747,350.327069824182,358.184573805786,0.0603167717581773,0.0135105625946782
"2007/03",367.2825116,361.017344115159,362.85109349507,0.0326516748484109,0.0416625062008846
"2007/04",359.960622,360.03918124296,364.358127343112,-0.0307855924296038,0.0168105389984887
"2007/05",359.9939373,360.341231333518,366.251403490895,-0.0334729403351755,0.000898278426229426
"2007/06",366.1519317,368.177127850565,370.523882615787,-0.0502519615056495,0.0365324523477811
"2007/07",366.7490953,369.402842975053,375.26902553648,-0.0565374767505282,0.00133817438572271
"2007/08",367.9546182,378.094460816403,380.473345768313,-0.131398426164035,0.0362111504809015
"2007/09",367.2999572,380.486825934167,382.913389619172,-0.161868687341673,0.0357343631499533
"2007/10",364.9202974,376.708807170987,383.713470035969,-0.147885097709873,-0.010046628649814
"2007/11",382.3195605,384.842563418435,386.964882297647,-0.055230029184348,0.038776811207878
"2007/12",429.9795899,385.554539924715,389.330482807836,0.414250499752849,0.0222405711687912
"2008/01",405.9796342,385.583424437373,388.744474064454,0.173962097626272,0.0283895037291882
"2008/02",403.3929494,392.674908765724,389.313088568472,0.0771804063427561,-0.0107075608033352
"2008/03",397.9413374,391.042884580199,393.37376400249,0.0389845281980063,0.0366912057770987
"2008/04",393.0842152,393.181762291942,398.243209378206,-0.0309754709194185,0.00938552913735675
"2008/05",399.608153,399.691465694483,401.995297917985,-0.0308331269448341,0.0369616777649832
"2008/06",395.4484964,399.489711702435,405.540448338252,-0.0704121530243502,-0.000507366358167571
"2008/07",403.4946994,407.403509518975,411.670379085607,-0.0690881011897519,0.0173313043336818
"2008/08",404.4379617,416.368316049754,419.087079437883,-0.14930354349754,0.0328123661187091
"2008/09",403.5692058,420.203238436671,427.459599641295,-0.196340326366708,-0.0125636120462445
"2008/10",423.8807907,436.999385462264,437.634478630923,-0.161185947622642,0.0536490683134107
"2008/11",436.0386503,440.508571433762,445.290838798157,-0.0746992113376262,0.012177326356051
"2008/12",494.3522628,447.221813787635,451.969184588899,0.441304490123646,0.0125262919873619
"2009/01",479.6995266,456.822242588238,460.621662900914,0.198772840117619,0.0220057968732383
"2009/02",475.2588083,461.521559033038,466.824340899953,0.107372492669615,0.0494060035005009
"2009/03",471.4542477,463.153678540672,469.406216191667,0.0530056915932808,-0.00252537650995142
"2009/04",470.5148792,469.515291249902,472.674943828962,-0.0200041204990182,0.0284034742094004
"2009/05",473.8919108,472.536175569692,475.689282731012,-0.0164426476969221,0.0284689283868006
"2009/06",468.3438244,472.231399262851,477.806147831339,-0.0688757486285087,0.0042525143151144
"2009/07",474.7498182,478.202952401479,480.584653397794,-0.064531342014794,0.0361829900368482
"2009/08",464.943904,477.788149797508,482.219916033937,-0.158442457975076,0.0156823376357035
"2009/09",460.087018,479.126224193618,483.888844848972,-0.220392061936177,0.0123737934464509
"2009/10",468.1862866,483.470999448863,486.915246438899,-0.182847128488627,0.0255575300996389
"2009/11",478.2784623,485.648195646125,489.663717734226,-0.103697333461247,0.0198447791189886
"2009/12",536.8244625,487.872574889865,493.42680627207,0.459518876101353,0.00445768617794329
"2010/01",519.5173911,496.204007671684,499.877889116935,0.203133834283158,0.0232611855474953
"2010/02",513.0186573,498.672858425604,506.66897497526,0.113457988743955,0.0258440717623754
"2010/03",516.5277014,508.163066375384,510.695874381595,0.0536463502461583,0.0346719199378914
"2010/04",508.5270323,507.308639838182,513.596670279508,-0.0178160753818219,-0.00288030441325981
"2010/05",517.3351555,515.557982326028,518.086808536702,-0.0122282682602766,0.0347117378932576
"2010/06",514.6756338,517.876774799336,524.141377862763,-0.0620114099933618,-0.00264603063427222
"2010/07",525.9392535,529.247283248843,531.038929513352,-0.0630802974884324,0.0420835373549114
"2010/08",518.7489811,531.950452889307,535.726470268356,-0.162014717893075,0.0222398262095097
"2010/09",514.0121123,533.887772140341,538.837244051391,-0.228756598403414,0.0105052808895009
"2010/10",522.8477545,539.64156073981,542.372607929048,-0.197938062398098,0.0326895281076176
"2010/11",531.6231211,540.374046337874,545.783298957761,-0.117509252378741,0.00590747380113392
"2010/12",599.0583607,546.732927189639,550.264246251178,0.493254335103609,0.0246868093846042
"2011/01",575.3388188,551.184492500223,556.224199953368,0.211543262997768,0.00960292546855463
"2011/02",568.7622761,554.921635636103,559.548510430776,0.108406404638969,0.0645135981336275
"2011/03",559.8128468,551.224453167458,560.156969860905,0.0558839363254113,-0.0293251669344666
"2011/04",563.8702442,562.105264579751,563.214633276698,-0.0123502037975138,0.0489063130305315
"2011/05",563.7553003,561.509944477045,566.070172357357,-0.00754644177044951,0.0143977211968809
"2011/06",561.2978,563.221457618793,569.190016205828,-0.0492365761879354,0.000314414129657159
"2011/07",568.1558343,572.738081070858,575.001650419636,-0.0758224677085784,0.0373643065122221
"2011/08",561.100355,575.307755699798,582.330562930545,-0.172074006997977,-0.0102280723074693
"2011/09",568.6163625,589.949117284146,591.42139586387,-0.243327547841466,0.0452772142027612
"2011/10",575.6348657,594.674930274409,598.437256042792,-0.220400645744086,0.0223767423161694
"2011/11",588.5994929,598.57471115576,604.542831793617,-0.129752182557606,0.000318793621434565
"2011/12",665.5251557,610.308338189561,612.537570078307,0.522168175104391,0.0377076811125435
"2012/01",639.2518631,615.311512111928,615.609923623276,0.209403509880715,0.0570158848865236
"2012/02",634.6766482,621.9708297065,619.118662067633,0.0970581849350003,-0.0756188360768476
"2012/03",642.7982615,633.516425778332,633.174834427052,0.0628183572166805,0.063415913512799
"2012/04",646.4709356,644.144954053123,647.666716883946,-0.00674018453123428,0.0247823716917769
"2012/05",656.6235347,653.096423540145,658.786887810888,0.00527111159855675,0.003095357292562
"2012/06",669.5197319,668.938715018895,668.163096612629,-0.0241898311889482,0.0677561840626614
"2012/07",660.889321,666.00537218825,672.261609185108,-0.0811605118824962,-0.00256236996858041
"2012/08",658.0744532,672.246746775137,674.224267201372,-0.171722935751373,0.0402247957376548
"2012/09",647.5705434,670.504174119074,674.996595010494,-0.259336307190737,0.0150757910858013
"2012/10",649.6447632,670.710296416826,677.006931664447,-0.240655332168255,-0.00296635247621811
"2012/11",669.4976748,680.081770808237,680.452996844188,-0.135840960082369,0.0562877396404906
"2012/12",733.4517251,675.274235304327,679.328291442667,0.551774897956728,0.0194594386165946
"2013/01",695.9509447,670.810503645637,677.553131116787,0.221404410543624,-0.00742627471149234
"2013/02",686.5505007,671.024118033476,680.494827992624,0.125263826665238,0.0265920522567389
"2013/03",691.5641136,681.006984128347,683.001371870734,0.0755712947165245,0.0400561225761367
"2013/04",678.9144293,677.044461629479,684.220264934836,-0.0113003232947874,-0.0117580330535721
"2013/05",688.5782052,685.788822446255,687.898845590857,-0.00210617246255064,0.0388997685539787
"2013/06",686.576437,687.162617137094,690.997582179231,-0.0358618013709408,0.0216503495786278
"2013/07",680.1136727,688.005529232089,694.732601225628,-0.10891856532089,-0.00727071993539418
"2013/08",683.3237033,699.684319870899,702.732567980657,-0.193606165708993,0.0295175189024238
"2013/09",681.6703803,707.738135425675,710.607834341482,-0.29067755125675,0.0313030108419263
"2013/10",687.9896363,711.491231682802,717.693729796673,-0.265015953828014,-0.00202498113871364
"2013/11",711.2740078,724.118225063539,726.71937900688,-0.158442172635393,0.0339884605665909
"2013/12",792.2626023,731.302038301808,736.127641496556,0.579605639981918,0.0117439680525259
"2014/01",769.6046746,741.848839333817,747.444398016605,0.247558352661829,0.00404441317211607
"2014/02",771.7913585,752.126554239155,757.466158556434,0.166648042608452,0.0755138995504187
"2014/03",766.9601909,754.441192644459,762.335629495509,0.0951899825554128,-0.018944368510499
"2014/04",768.7336135,765.513517427207,768.918041604553,0.00220096072792697,0.0259547582265393
"2014/05",777.2562499,774.210817280002,778.416230720113,0.000454326199976884,0.0179458655988921
"2014/06",783.0019693,783.936392934619,787.37898311636,-0.0393442363461928,0.0255740981825907
"2014/07",783.2086646,791.556349124151,797.238527168254,-0.113476845241514,0.00317821955897418
"2014/08",787.82021,805.954197252403,809.261798550757,-0.21133987252403,0.0269239870164543
"2014/09",788.660081,817.616765741294,823.59766965976,-0.31956684741294,0.000190960815339416
"2014/10",811.7157347,837.334150015518,838.380326042611,-0.28618415315518,0.0495382397290708
"2014/11",829.4687319,845.427956442071,852.355993286456,-0.189592245420718,-0.00928036844384867
"2014/12",928.0518026,865.258110140638,868.231474878659,0.597936924593625,0.0302663526197882
"2015/01",910.0895428,880.927986717991,887.096501327293,0.261615560820093,-0.0016851460930247
"2015/02",917.4044555,897.156976232288,906.343038052955,0.172474792677116,0.0500504938915479
"2015/03",931.8976612,918.069814568733,921.360885908309,0.108278466312674,0.0270892866042445
"2015/04",933.0919946,928.24790338419,932.461119346672,0.0184409121581011,0.0178678403751777
"2015/05",943.0563239,939.410072784514,942.38197004402,0.0064625111548624,0.0302810274049424
"2015/06",946.6479636,946.420491014824,954.082410480491,-0.0277252741482361,-0.0166191946566694
"2015/07",961.2742968,967.875551891128,970.328435468076,-0.096012550911272,0.035471164230513
"2015/08",964.823695,983.323895822057,984.263141140264,-0.21500200822057,0.0506075468179314
"2015/09",956.9548719,986.820720964023,993.85960683697,-0.328658490640224,-0.010388858729477
"2015/10",975.4222851,1002.43631690777,1004.81045490953,-0.3001403180777,0.0362586199823601
"2015/11",993.9737324,1011.58094050214,1015.91851309901,-0.206072081021373,0.0166242740312373
"2015/12",1087.271129,1022.09560637219,1027.3903612207,0.621755226278092,0.00705245151487134
"2016/01",1067.781584,1038.06636884402,1034.77690920739,0.267152151559847,0.0928945963662247
"2016/02",1071.562314,1052.81289373905,1039.19938608784,0.15749420260955,-0.0809931081431541
"2016/03",1064.980087,1051.95328025714,1054.66755303643,0.100268067428646,0.0328572722070052
"2016/04",1078.102012,1073.33123302346,1076.76910395811,0.0177077897654506,0.0256212906534226
"2016/05",1095.923236,1092.73846707211,1094.53539753916,0.00184768927890419,0.0420306953295088
"2016/06",1105.334085,1103.49551223762,1109.6636544757,-0.0116142723762255,-0.0016814223807364
"2016/07",1116.603722,1122.94842598105,1124.36332263104,-0.0934470398104807,0.0458510335000418
"2016/08",1111.377366,1132.01080808408,1139.73891289722,-0.236334420840799,-0.0172810481313853
"2016/09",1124.689216,1155.90491764513,1156.12859621184,-0.342157016451339,0.0577632143329555
"2016/10",1135.59532,1164.83154830772,1169.54444337881,-0.322362283077244,0.0128710492891068
"2016/11",1157.805654,1176.62218827146,1182.03727986788,-0.218165342714608,0.00584908403585171
"2016/12",1261.697098,1193.90962624347,1196.56654724438,0.647874717565253,0.0334307899909368
"2017/01",1236.669606,1205.76361462545,1211.21536670487,0.279059913745491,0.00548247920583449
"2017/02",1234.574733,1212.54143871267,1222.36617777124,0.190332942873339,0.0719824962892595
"2017/03",1236.434261,1220.84628245554,1227.69833154901,0.125879785444575,-0.00852049093467539
"2017/04",1235.342033,1229.54956330382,1231.93222208007,0.027924696961834,0.0361734122374332
"2017/05",1234.585813,1231.74459914129,1236.24702733105,-0.00158786141286653,0.0149757181023902
"2017/06",1240.499938,1235.89758737674,1241.14272861468,0.0160235062326187,0.00754858762057391
"2017/07",1238.358806,1244.98180163937,1246.83020956386,-0.0962299563937238,0.041515920755134
"2017/08",1223.080023,1245.42933653952,1253.20023089027,-0.253493135395202,-0.0177089435075141
"2017/09",1226.669132,1260.71898039955,1264.07046157504,-0.370498483995477,0.0264851882451124
"2017/10",1240.531999,1273.40604083628,1275.42967094231,-0.35874041836284,0.0397636989397164
"2017/11",1257.536649,1278.14745113707,1287.79431693208,-0.236108021370684,-0.036468657950169
"2017/12",1372.883844,1305.31367120539,1303.19870089475,0.645701727946108,0.0811497031063652
"2018/01",1337.103549,1308.19805134727,1315.58413379684,0.259054976527311,-0.0138608244957438
"2018/02",1334.882603,1312.67987530427,1328.42586494174,0.192027276957272,0.0217260503217241
"2018/03",1356.624271,1340.2537415675,1342.08716640945,0.133705294325024,0.0416657515804755
"2018/04",1353.271169,1347.40854120442,1352.65007359102,0.0286262779558107,0.00758467613397522
"2018/05",1362.367307,1359.3096275245,1366.7508314828,0.000576794754957866,-0.0144120395830113
"2018/06",1393.414137,1384.85064538588,1382.60982042443,0.0556349161412079,0.0824082496145222
"2018/07",1380.780884,1385.69902119522,1393.20344629221,-0.0791813719522102,-0.0150442509698937
"2018/08",1380.344335,1400.68938423731,1401.05064475129,-0.233450492373087,0.0563873948601702
"2018/09",1366.830626,1401.21915631039,1406.78727303965,-0.373885303103866,0.00431883270741508
"2018/10",1373.773785,1407.85337243767,1415.13573554519,-0.370795874376708,-0.0128236310752104
"2018/11",1407.445049,1427.42291283091,1426.64260880118,-0.22977863830909,0.0678030402972812
"2018/12",1494.948943,1428.06587226217,1434.5855965336,0.638830707378279,-0.00519724271431386
