"Period","IGAE","IGAE_SA","Tendencia","FE","Irregular"
"2001/01",79.423458,80.3061836914914,79.9965899742781,0.982681706348971,1.00387008642884
"2001/02",76.41925797,80.0066332143351,79.7065542132238,0.958569502632874,1.00376479706184
"2001/03",80.76787395,79.536531044874,79.4851358521109,1.00602028349601,1.00064660130743
"2001/04",77.53115468,78.8839366078063,79.3183363828854,0.998326722463347,0.994523337290104
"2001/05",81.78408862,78.8869578099703,79.2579761358369,1.02798157322807,0.995318851881471
"2001/06",80.60700763,79.2441897357808,79.308634371059,1.01875629215467,0.999187419682745
"2001/07",79.32531293,79.6838196975051,79.4238190358802,0.997767196052069,1.00327358549086
"2001/08",80.5870321,79.9392457928797,79.5227315754772,1.00142092692428,1.0052376749283
"2001/09",78.26957304,80.6673031058488,79.519494306114,0.981469562546462,1.01443430708093
"2001/10",79.97355162,78.7507473253961,79.3950833666817,1.0090315991688,0.991884433972948
"2001/11",80.09389928,79.2130313614597,79.1942048676593,1.00602396836581,1.00023772564965
"2001/12",79.09246906,79.0649973682029,79.003734760477,1.01173109862736,1.00077543938792
"2002/01",77.38628506,78.0626536076415,78.8770059863651,0.982974854569867,0.989675668231317
"2002/02",75.10931535,78.6290257181058,78.8270477290458,0.958644743210987,0.997487892587063
"2002/03",77.12227245,78.8352840579043,78.8512699871319,1.00577844602885,0.999797264784318
"2002/04",80.83023511,79.0069307623154,78.9635535521201,0.998890800483547,1.000549332043
"2002/05",82.06994188,79.2830670579975,79.182188739414,1.02828909695634,1.00127400265375
"2002/06",79.7212702,79.1806542246877,79.4723362235308,1.01844254305621,0.996329766901244
"2002/07",79.92718369,79.6633452747819,79.7526053610128,0.996894128696499,0.998880787833491
"2002/08",80.30576052,80.1636435043336,79.9488517483327,1.0010958389787,1.00268661464554
"2002/09",78.38017964,80.461136500263,80.0438718774375,0.980919657867742,1.00521294901207
"2002/10",81.60773861,80.1586422815422,80.0620945183948,1.00949160292615,1.00120591103353
"2002/11",80.09518211,79.6791860258006,80.0449491761623,1.00676112736046,0.995430528045477
"2002/12",80.49050676,79.7016546492074,80.0219447807539,1.01219664965492,0.995997471288356
"2003/01",79.27238881,80.0662443669907,80.0234017182671,0.983521901284826,1.00053537649992
"2003/02",77.17550499,80.8069475759738,80.0808890915162,0.958467881882768,1.00906656372943
"2003/03",80.33975541,80.1642114116246,80.1683229087234,1.00482986431549,0.999948714193466
"2003/04",79.95092846,80.1613844814642,80.242759350889,0.999793305837723,0.998985891436398
"2003/05",82.28841849,79.9452476431535,80.2749719367556,1.02861408858104,0.995892564199688
"2003/06",81.44336982,80.5652929835467,80.2713695549484,1.01793744474566,1.00366162219765
"2003/07",80.93570117,80.5949398553327,80.2709401055716,0.995758627156796,1.00403632683677
"2003/08",79.41995226,80.0966907215625,80.3225278308484,1.00013933995754,0.997188371489485
"2003/09",79.1887802,80.3978491229634,80.4479377553066,0.980226110564978,0.999377378292834
"2003/10",81.87910955,80.4549412704941,80.6850635754491,1.01095526031616,0.997147894607038
"2003/11",80.63451339,80.9246332287694,81.0533407349584,1.00790973152325,0.998412064141688
"2003/12",83.33036987,81.7115307662363,81.5415715830137,1.01328830517877,1.00208432557679
"2004/01",80.93006635,82.2152048513776,82.100707166961,0.983703367526318,1.0013946004653
"2004/02",79.19382199,82.354406684796,82.6332315992228,0.958174545048848,0.996625753234738
"2004/03",84.92784856,83.3880948627331,83.0620536198678,1.00319986388645,1.00392527307785
"2004/04",82.9362251,83.2091845110154,83.3471959830576,1.00034589862816,0.998344137791147
"2004/05",85.23904957,83.8472747946909,83.4751430726495,1.02816750499613,1.00445799442018
"2004/06",85.62087256,83.5909868536626,83.5108547489881,1.01788905825629,1.00095954118678
"2004/07",82.94023395,83.2952462650277,83.5330076872838,0.995064985350393,0.997153682971094
"2004/08",83.13243978,83.4005070592815,83.603115867588,0.999055021019236,0.99757653998653
"2004/09",82.19750856,83.5791689685278,83.7709391703056,0.979733819891525,0.997710778896869
"2004/10",84.36268485,83.9629811636617,84.0137597977949,1.01346324868538,0.999395591457217
"2004/11",85.94153974,84.7379165045045,84.2681320701486,1.00932816543124,1.00557487656146
"2004/12",86.23056724,84.4193446222833,84.4914583507595,1.0146840046629,0.999146496818922
"2005/01",82.25837015,84.6005762439156,84.6409281582644,0.983379173043121,0.999523257657651
"2005/02",80.89941992,84.851403733342,84.7035174782685,0.956826428453534,1.00174592814415
"2005/03",83.62639537,84.3785505496387,84.7232556971977,1.00168395651076,0.995931398708391
"2005/04",86.59372839,85.0830911862202,84.7577649820027,1.00002401982148,1.00383830560287
"2005/05",87.88889111,85.7559908033101,84.8485589209703,1.02720491198307,1.01069472356254
"2005/06",86.35208741,84.4951706557291,85.0131792699426,1.01809533468338,0.993906725772852
"2005/07",83.78419978,84.9073834690158,85.2583421734372,0.995318623243465,0.995883585166277
"2005/08",86.43119917,86.0487261666426,85.6112874996105,0.998019806608373,1.00510959103417
"2005/09",84.64255962,85.981395817283,86.0724342835322,0.979467028105303,0.998942304037209
"2005/10",86.8531035,86.3914284525442,86.5908700553135,1.01678449192613,0.997696736357518
"2005/11",88.65732483,87.0972037909999,87.110268530702,1.01155769743963,0.999850020670095
"2005/12",89.15109833,87.7058026720464,87.5750700472691,1.01579197011955,1.00149280639692
"2006/01",87.04556086,88.8277089777111,87.9729464942915,0.982167905169263,1.00971619705241
"2006/02",84.08296576,88.3381081102439,88.317620478208,0.955227273752174,1.00023197672135
"2006/03",89.54008126,88.1483521796712,88.6173052971055,1.00032969275624,0.994708109032856
"2006/04",87.10250107,89.0185132805752,88.874817241274,0.998397238180805,1.0016168363971
"2006/05",93.13935299,90.2490392056199,89.1306877602969,1.02542451732714,1.01254732206634
"2006/06",91.36864166,89.2723129673387,89.3716240287817,1.01832382625181,0.998888785310525
"2006/07",88.3588937,89.6650581706751,89.5718408417827,0.996646766657689,1.00104069904131
"2006/08",90.24618555,89.6650493277896,89.706383133145,0.997992741545557,0.999539232283013
"2006/09",87.8690976,89.8605964407259,89.7767669005995,0.979336189947154,1.00093375539152
"2006/10",91.59748751,89.9947724529474,89.815564905992,1.0201260773896,1.00199528385913
"2006/11",91.14519906,89.5012850098176,89.8666788988991,1.01449993020809,0.995934044814402
"2006/12",90.86138106,90.163260414971,89.9482559758255,1.0164714559776,1.00239031248369
"2007/01",88.7772867,89.9728597750775,90.1073013069798,0.980400242986999,0.99850798403734
"2007/02",85.76827932,90.3262093975833,90.3670104477189,0.952927145279236,0.999548496183137
"2007/03",91.42205194,90.5753594390142,90.6916658304946,0.999943887514557,0.998717562518944
"2007/04",89.32062667,91.097345343827,91.0357580586804,0.995935147961104,1.00067651751861
"2007/05",94.32236751,91.3725414016339,91.3758173158535,1.02357744758287,0.999964149002265
"2007/06",93.53459879,92.0281940996062,91.6805121872011,1.0179262687769,1.00379232079
"2007/07",91.41102202,91.716529058755,91.9192878738106,0.998937979438799,0.997794164644379
"2007/08",92.21732726,91.7739400684067,92.0602468417867,0.998170432198339,0.996890006455533
"2007/09",89.47517867,92.4167495795703,92.1132015054567,0.979339549344142,1.00329538078313
"2007/10",95.27999015,92.5534838054344,92.1061216208381,1.02287367181392,1.00485702987732
"2007/11",93.80925924,91.6954948058434,92.096970207975,1.01789558843333,0.995640731706754
"2007/12",92.4571985,91.9580040238965,92.1188364402988,1.01686996720847,0.998254076770645
"2008/01",90.95434743,92.1741076176598,92.2061832008413,0.978444599287621,0.999652131971327
"2008/02",88.9893328,92.3081461710777,92.3860241424332,0.951090000690813,0.999157037310801
"2008/03",89.05325631,91.7606580967475,92.6504462647892,1.00047258710701,0.99039628837298
"2008/04",94.7153277,93.0076347806826,92.9224574916827,0.992851356178365,1.0009166491212
"2008/05",94.86435739,92.7898528759224,93.0947635097842,1.02166611103366,0.996724728412573
"2008/06",94.4558826,93.5034120559309,93.1055999227183,1.01722001638734,1.0042726982431
"2008/07",94.15930707,93.2389164672481,92.9436820482466,1.00135427374834,1.00317648722856
"2008/08",91.49309262,92.4294765620297,92.6109471370114,0.998442998679173,0.998040506218847
"2008/09",90.57650921,92.0867750934085,92.1467240923063,0.97887076654135,0.999349418012541
"2008/10",95.50683276,92.6133102687906,91.6174893042383,1.02440710783518,1.01086933261449
"2008/11",92.04269974,91.1108563862131,91.0658559381261,1.02188171596634,1.00049415280429
"2008/12",91.89505485,89.7687666223231,90.5312351294009,1.01713816558055,0.991577840443821
"2009/01",84.89587674,86.8438749157661,86.797452630964,0.976908322606298,1.00053483464543
"2009/02",81.8409846,86.4800229838897,86.3946883775404,0.949733671337851,1.00098772977774
"2009/03",86.87355216,86.1644727987888,86.1177930096317,1.001786656235,1.00054204581337
"2009/04",84.31066787,85.5705746965985,86.0202292164712,0.990095869548376,0.994772688657441
"2009/05",86.08158913,85.1082725384508,86.1232218066886,1.02019681176352,0.988215149794141
"2009/06",88.18426465,86.3833114844926,86.4366083075742,1.01594054510489,0.99938339987969
"2009/07",88.73169265,87.8312371992708,86.9302690540136,1.00355531055676,1.0103642627023
"2009/08",86.55360391,87.690696858612,87.5320380351373,0.998265038596531,1.00181258002254
"2009/09",86.50377988,87.9255023022493,88.1358045743339,0.97768843012772,0.99761388378877
"2009/10",91.12057258,88.8838941529625,88.6816378962124,1.02447124122717,1.00228070050969
"2009/11",91.2491014,89.5310333652646,89.1669723333657,1.02628585993067,1.00408291346417
"2009/12",91.85630185,89.4955996940322,89.6275745061112,1.01772160454975,0.998527519986942
"2010/01",86.8670258,89.7667222194047,90.0687130761736,0.976079173814322,0.996647105898876
"2010/02",85.22716601,90.0577847256903,90.4931952812038,0.949737472963102,0.995188471860669
"2010/03",92.29228656,91.2837651043245,90.8779277871932,1.00283756514452,1.0044657413193
"2010/04",90.58181884,91.4199125982571,91.2054488323995,0.987552274815937,1.0023514358912
"2010/05",92.300049,91.5686090748817,91.4725633332918,1.01945847673387,1.00104999508148
"2010/06",93.2310476,91.3561062638658,91.6694344886509,1.01415242212031,0.99658197711666
"2010/07",92.32868699,91.8454548077819,91.8280913858982,1.00458200711522,1.00018908616766
"2010/08",91.56219153,91.9039818877194,92.0131500293307,0.998549094280603,0.99881355934911
"2010/09",90.55652578,92.4388074507796,92.2539324982723,0.975917066327038,1.00200397909879
"2010/10",93.84529387,92.4644340458906,92.5432564951361,1.02372484791604,0.99914826371763
"2010/11",95.9693301,92.690142419803,92.8348234468465,1.0304002551726,0.998441522031587
"2010/12",95.59592342,93.2437380732708,93.099901230759,1.0184301420564,1.0015449730946
"2011/01",90.2054549,93.4770500367294,93.3316399298441,0.975982497968653,1.00155799369854
"2011/02",88.56873453,93.4961675473292,93.5529751786315,0.950677940187424,0.999392775791535
"2011/03",95.82898086,93.9076969342786,93.8012399221513,1.00310345470862,1.00113492116112
"2011/04",91.60004616,93.8623413554311,94.1168114857274,0.985918274925132,0.997296230861636
"2011/05",95.94630337,94.3454137765075,94.4979403758218,1.01928357231364,0.998385926733347
"2011/06",96.48830454,94.9547274359904,94.9427017563959,1.01229147195189,1.00012666249614
"2011/07",95.21792462,95.5518716534554,95.4129988144186,1.00513633972964,1.00145549181728
"2011/08",96.53903226,96.074129273396,95.8497413398363,0.99841144605061,1.00234103848819
"2011/09",94.10211405,96.1264316908133,96.2165101700066,0.974007010887948,0.999063793947274
"2011/10",97.43771409,96.3349981042667,96.5067619487178,1.0229566281948,0.998220188503036
"2011/11",101.0827536,97.215220576361,96.7564045032151,1.03329195276269,1.00474197109227
"2011/12",98.81575355,96.8636879997074,97.0146251389639,1.01946328887435,0.998444181595916
"2012/01",94.6746419,97.1653533934926,97.3012615215905,0.976584457262772,0.998603223370668
"2012/02",94.07904657,97.5686185785755,97.6250545459745,0.952463662944729,0.999421911028255
"2012/03",99.09223671,97.935017408629,97.9564867561744,1.0023891520251,0.999780827709768
"2012/04",95.47932334,98.5093932309132,98.2625302660643,0.98450223864879,1.00251227974876
"2012/05",100.3152569,97.5950148973225,98.5127145700811,1.01920389526185,0.990684454521799
"2012/06",99.68684669,98.7493273004227,98.6848952054211,1.01104071887566,1.00065290736609
"2012/07",99.31090597,99.0356566349475,98.7973682756569,1.005062177298,1.00241188974412
"2012/08",99.09916779,98.58233903756,98.897716330484,0.998579018302495,0.996811076083192
"2012/09",95.18923399,99.0379352495787,99.0109181903754,0.972226967072906,1.00027286949457
"2012/10",101.859896,98.9691128078661,99.1537862456374,1.02262550151457,0.998137504932854
"2012/11",104.386473,100.33488185547,99.2995940396444,1.03513693307855,1.01042590179586
"2012/12",100.5281517,99.694134116581,99.4178844518277,1.01984065124216,1.00277867172769
"2013/01",97.96851302,99.3514723542818,99.4954070330514,0.977763742184502,0.99855335353599
"2013/02",94.67096673,99.5361204406037,99.5120409306733,0.954515288135976,1.00024197584237
"2013/03",97.06075075,99.686242598468,99.4933792209928,1.00104030256706,1.00193845438747
"2013/04",99.91620405,99.1666721556693,99.498656518515,0.983738229502218,0.996663428688769
"2013/05",102.2752716,99.72666599731,99.5613724882505,1.01875766376538,1.00166021726025
"2013/06",99.51754425,99.5982079903394,99.6983933094912,1.01071691696953,0.99899511601114
"2013/07",100.8098418,99.680745814781,99.8909240903725,1.00485806342401,0.997895922202089
"2013/08",100.2736007,100.370556471973,100.109315405324,0.99835887536095,1.00260955801756
"2013/09",96.80678417,100.418032820107,100.342623961116,0.970750069421924,1.00075151372383
"2013/10",103.6672356,100.51783764347,100.570273036426,1.02263369940436,0.999478619363624
"2013/11",104.2316865,100.771576920113,100.79068953243,1.0359210170973,0.999810373235809
"2013/12",102.8016009,100.995711630477,101.039336901135,1.02019811249879,0.999568234788586
"2014/01",98.75537057,100.15414724211,101.319516603473,0.979497502559193,0.988498076180885
"2014/02",96.9566857,101.731815904566,101.637587478693,0.956462067785294,1.00092710215
"2014/03",101.494961,101.794782124425,101.966576320349,0.999681183082547,0.998315191093758
"2014/04",100.318589,102.317536596197,102.243113532607,0.982840993001015,1.00072790294641
"2014/05",104.8605443,102.949571306265,102.450063024084,1.01787388034923,1.00487562689018
"2014/06",102.8938544,102.472014519636,102.608647098976,1.0111079103944,0.998668410672955
"2014/07",104.1385056,102.858699737958,102.761636983804,1.0039036448789,1.00094454270098
"2014/08",101.7360074,102.734515898292,102.946155066787,0.998858047352684,0.997944176075758
"2014/09",100.0153177,102.642319465427,103.191569889351,0.969721679756646,0.994677371179516
"2014/10",106.8109181,103.764194412448,103.480097919507,1.02253851914753,1.00274542157046
"2014/11",106.4799828,103.930527579728,103.780450998339,1.03634951654473,1.00144609683178
"2014/12",106.8819288,104.090540800219,104.054247443338,1.02024878197327,1.00034879265164
"2015/01",102.3190889,104.214219540347,104.276482964554,0.981151537576806,0.999402900611565
"2015/02",99.8704091,104.629482996532,104.47525719692,0.957920650751788,1.00147619449571
"2015/03",104.9661249,104.392055315423,104.702116302679,0.999073901465625,0.99703863686614
"2015/04",103.6883259,106.105196731444,105.009351200236,0.982002007441117,1.01043569471369
"2015/05",106.1997911,105.345492302551,105.401421339182,1.01684127671486,0.999469371134473
"2015/06",107.3175858,105.555150527688,105.830131290551,1.01180893125883,0.997401677957783
"2015/07",107.4602303,106.457720386448,106.220945757137,1.00272571422111,1.00222907664419
"2015/08",105.4827699,106.762661156329,106.516354403222,0.999255073958988,1.00231238437033
"2015/09",105.0231375,107.676091876173,106.699678045917,0.969272638025621,1.00915104757707
"2015/10",109.2941219,106.843094293493,106.786124485895,1.0222491377635,1.00053349447667
"2015/11",109.0982425,105.98801472557,106.827943187332,1.03651202083309,0.99213755842617
"2015/12",109.2618198,106.180494356362,106.862334350335,1.02034116047371,0.993619454430611
"2016/01",104.4215257,107.194556075025,106.938338473122,0.982568339549137,1.00239593774844
"2016/02",104.5803494,107.881670320105,107.084214144871,0.95894762071812,1.00744700030347
"2016/03",105.9102613,107.131715640061,107.274210755392,0.999169988776464,0.998671674074067
"2016/04",107.2927978,107.464765060876,107.481512569212,0.981006148090806,0.999844182427887
"2016/05",109.0568221,107.625233922655,107.707834210583,1.01560844000728,0.999233107892905
"2016/06",109.9594794,108.178232501397,107.949927136567,1.01260551444635,1.00211491911932
"2016/07",107.523314,108.291273701254,108.221797997947,1.0015085041427,1.00064197513433
"2016/08",108.9467384,108.232196628001,108.547006477993,1.00016309998624,0.99709978321644
"2016/09",106.0591649,108.875407187001,108.913383535146,0.969223498407002,0.99965131605582
"2016/10",110.56638,109.475285705685,109.295609297327,1.02145968511406,1.00164394900685
"2016/11",114.1476771,109.40430426382,109.669731096633,1.03684280516312,0.997579762162642
"2016/12",112.5136923,110.221753936118,109.975822033469,1.02010403227211,1.00223623609355
"2017/01",108.4080129,110.480103831761,110.19047328681,0.983478526100767,1.0026284535887
"2017/02",105.2869297,110.111426131855,110.296944042854,0.959596952515332,0.998318014042825
"2017/03",111.8913108,110.204504020154,110.32606873208,0.999854697557468,0.998898132478362
"2017/04",106.2027644,110.565958033413,110.332556819549,0.980093412425533,1.00211543374497
"2017/05",112.3205568,109.991035739345,110.339647081844,1.01464711163584,0.996840561378264
"2017/06",112.8079434,110.753975030797,110.37091559957,1.0134116284638,1.00347065555401
"2017/07",108.9586248,110.132350448358,110.461086062976,1.00060099928987,0.997023969016286
"2017/08",111.780355,110.768470576562,110.611168974043,1.000624299168,1.00142211319144
"2017/09",106.3307401,109.854438864884,110.827372722228,0.969407020888957,0.991221177282777
"2017/10",112.8498095,110.818043071991,111.138772116765,1.02065255023248,0.997114157024899
"2017/11",116.1754881,111.598400150264,111.518257928956,1.03706035329519,1.00071864663954
"2017/12",113.970091,112.692831099954,111.923540706741,1.02009370457832,1.00687335647493
"2018/01",111.0643736,112.156046489617,112.313406738334,0.983932139895755,0.998598918390182
"2018/02",107.8001315,112.705603473692,112.628066521799,0.959888012798053,1.00068843365856
"2018/03",111.2579883,113.252762541362,112.860359581728,1.00065987389202,1.00347688914946
"2018/04",111.6726358,112.645412769486,113.018955467859,0.979374789893996,0.996694866831615
"2018/05",115.8069037,113.244822220901,113.132775636102,1.01399967462127,1.00099039897297
"2018/06",114.4944394,113.084773045071,113.228707300124,1.0140169120047,0.998728818349295
"2018/07",112.8960475,113.174472920915,113.286113178739,0.999810810831963,0.999014528306326
"2018/08",114.3572328,113.462656680924,113.270498952597,1.0012032188486,1.00169644991507
"2018/09",108.6967033,113.393230608834,113.162450734138,0.969640289324358,1.0020393679458
"2018/10",115.8864211,112.904736721275,112.967718625519,1.01984332050208,0.99944247874517
"2018/11",117.6759391,112.874889872843,112.724186356264,1.03727964866402,1.0013369226379
"2018/12",113.1700089,112.202540693758,112.508035551395,1.02010032518458,0.997284684101541
